"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"C";"2023-02-19";"179.0737";"71.76";"0.01";"905.3031";"19.78";"273.39";"253.7";"249.5458";"4274.47";"6953.74"
"C";"2023-02-18";"179.0492";"71.75";"0.06";"905.3031";"19.78";"429.5";"257.8";"249.5458";"4274.47";"6953.74"
"C";"2023-02-17";"178.8927";"71.69";"-0.07";"905.3031";"19.76";"217.85";"390.3";"249.5458";"4274.47";"6953.74"
"C";"2023-02-16";"179.0608";"71.75";"-0.27";"905.3031";"19.78";"52.89";"727";"249.5458";"4274.47";"6953.74"
"C";"2023-02-15";"179.741";"72.03";"-0.3";"905.3031";"19.85";"60.87";"792.9";"249.5458";"4274.47";"6953.74"
"C";"2023-02-14";"180.4852";"72.33";"-0.35";"905.3031";"19.94";"26.6";"896.3";"249.5458";"4274.47";"6953.74"
"C";"2023-02-13";"181.3627";"72.68";"-0.41";"905.3031";"20.03";"74.21";"1084.9";"249.5458";"4274.47";"6953.74"
"C";"2023-02-12";"182.3889";"73.09";"-0.19";"905.3031";"20.15";"138.42";"604.6";"249.5458";"4274.47";"6953.74"
"C";"2023-02-11";"182.8615";"73.28";"-0.27";"905.3031";"20.2";"85.16";"754.1";"249.5458";"4274.47";"6953.74"
"C";"2023-02-10";"183.5439";"73.55";"-0.57";"905.3031";"20.27";"78.6";"1471.3";"249.5458";"4274.47";"6953.74"
"C";"2023-02-09";"184.969";"74.12";"-0.74";"905.3031";"20.43";"76.16";"1915.7";"249.5458";"4274.47";"6953.74"
"C";"2023-02-08";"186.8261";"74.87";"-0.75";"905.3031";"20.64";"60.1";"1906.4";"249.5458";"4274.47";"6953.74"
"C";"2023-02-07";"188.6905";"75.61";"-0.79";"905.3031";"20.84";"50.69";"2026.8";"249.5458";"4274.47";"6953.74"
"C";"2023-02-06";"190.6592";"76.4";"-0.29";"905.3031";"21.06";"20.17";"1825.9";"249.5458";"4274.47";"6953.74"
"C";"2023-02-05";"191.3835";"77.31";"-0.71";"905.3031";"21.14";"34.46";"790.9";"247.5464";"4220.47";"6859.24"
"E";"2023-02-04";"193.1395";"77.4";"-0.27";"905.3031";"21.33";"48.86";"698.4";"249.5458";"4274.47";"6953.74"
"E";"2023-02-03";"193.8236";"77.67";"-0.2";"905.3031";"21.41";"67.26";"562.5";"249.5458";"4274.47";"6953.74"
"E";"2023-02-02";"194.3269";"77.87";"-0.41";"905.3031";"21.47";"73.64";"1091.6";"249.5458";"4274.47";"6953.74"
"E";"2023-02-01";"195.3557";"78.28";"-0.45";"905.3031";"21.58";"72.19";"1202.8";"249.5458";"4274.47";"6953.74"
"E";"2023-01-31";"196.48";"78.74";"0.31";"905.3031";"21.7";"34.53";"1494.1";"249.5458";"4274.47";"6953.74"
"E";"2023-01-30";"195.7188";"79.16";"-0.59";"905.3031";"21.62";"14.29";"1469.9";"247.2458";"4254.77";"6879.82"
"E";"2023-01-29";"197.1861";"79.75";"-0.58";"905.3031";"21.78";"68.16";"1453.6";"247.2458";"4254.77";"6879.82"
"E";"2023-01-28";"198.6102";"80.33";"-0.72";"905.3031";"21.94";"55.35";"1798.4";"247.2458";"4254.77";"6879.82"
"E";"2023-01-27";"200.3785";"81.04";"-1.02";"905.3031";"22.13";"29.79";"2533.1";"247.2458";"4254.77";"6879.82"
"E";"2023-01-26";"202.8968";"82.06";"-0.72";"905.3031";"22.41";"37.42";"2388.6";"247.2458";"4254.77";"6879.82"
"E";"2023-01-25";"204.6649";"82.78";"-0.98";"905.3031";"22.61";"42.51";"2466.2";"247.2458";"4254.77";"6879.82"
"E";"2023-01-24";"207.0987";"83.76";"-1.07";"905.3031";"22.88";"28.78";"2660";"247.2458";"4254.77";"6879.82"
"E";"2023-01-23";"209.7344";"84.83";"-0.98";"905.3031";"23.17";"15.85";"2556.1";"247.2458";"4254.77";"6879.82"
"E";"2023-01-22";"212.1688";"85.81";"-0.68";"905.3031";"23.44";"23.44";"1659.5";"247.2458";"4254.77";"6879.82"
"E";"2023-01-21";"213.8469";"86.49";"-0.63";"905.3031";"23.62";"28.02";"1568.7";"247.2458";"4254.77";"6879.82"
"E";"2023-01-20";"215.4106";"87.12";"-0.8";"905.3031";"23.79";"29.51";"1981.5";"247.2458";"4254.77";"6879.82"
"E";"2023-01-19";"217.3853";"87.92";"-0.75";"905.3031";"24.01";"27.89";"1892.4";"247.2458";"4254.77";"6879.82"
"E";"2023-01-18";"219.251";"88.68";"-0.62";"905.3031";"24.22";"31.98";"1571.4";"247.2458";"4254.77";"6879.82"
"E";"2023-01-17";"220.7806";"89.3";"-0.55";"905.3031";"24.39";"47.83";"1406.8";"247.2458";"4254.77";"6879.82"
"E";"2023-01-16";"222.1528";"89.85";"-0.51";"905.3031";"24.54";"32.02";"1283.4";"247.2458";"4254.77";"6879.82"
"E";"2023-01-15";"223.41";"90.36";"-0.08";"905.3031";"24.68";"131.71";"348.7";"247.2458";"4254.77";"6879.82"
"E";"2023-01-14";"223.6158";"90.44";"-0.06";"905.3031";"24.7";"168.42";"315.2";"247.2458";"4254.77";"6879.82"
"E";"2023-01-13";"223.7579";"90.5";"-0.11";"905.3031";"24.72";"114.95";"397.2";"247.2458";"4254.77";"6879.82"
"E";"2023-01-12";"224.0375";"90.61";"-0.09";"905.3031";"24.75";"118.49";"345.8";"247.2458";"4254.77";"6879.82"
"E";"2023-01-11";"224.2625";"90.7";"-0.08";"905.3031";"24.77";"92.51";"292.8";"247.2458";"4254.77";"6879.82"
"E";"2023-01-10";"224.4645";"90.98";"-0.1";"905.3031";"24.79";"130.38";"370.7";"246.721";"4254.77";"6879.82"
"E";"2023-01-09";"224.7104";"91.08";"-0.09";"905.3031";"24.82";"112.78";"343.8";"246.721";"4254.77";"6879.82"
"E";"2023-01-08";"224.9258";"91.17";"0.1";"905.3031";"24.85";"377.66";"130.8";"246.721";"4254.77";"6879.82"
"E";"2023-01-07";"224.6707";"91.06";"0.13";"905.3031";"24.82";"441";"119.8";"246.721";"4254.77";"6879.82"
"E";"2023-01-06";"224.3486";"90.93";"0.16";"905.3031";"24.78";"509.76";"122.9";"246.721";"4254.77";"6879.82"
"E";"2023-01-05";"223.9545";"90.77";"0.06";"905.3031";"24.74";"325.39";"193.9";"246.721";"4254.77";"6879.82"
"E";"2023-01-04";"223.8157";"90.72";"0.04";"905.3031";"24.72";"312.36";"226.3";"246.721";"4254.77";"6879.82"
"E";"2023-01-03";"223.7199";"90.68";"0.08";"905.3031";"24.71";"435.3";"282";"246.721";"4254.77";"6879.82"
"E";"2023-01-02";"223.5196";"90.6";"0.12";"905.3031";"24.69";"540.38";"120.4";"246.721";"4254.77";"6879.82"
"E";"2023-01-01";"223.2356";"90.48";"0";"905.3031";"24.66";"1068.69";"78.9";"246.721";"4254.77";"6879.82"
"E";"2022-12-31";"222.2195";"90.03";"0.44";"905.3031";"24.55";"1115.27";"45.2";"246.821";"4254.77";"6879.82"
"E";"2022-12-30";"221.1339";"89.59";"0.29";"905.3031";"24.43";"884.72";"172.2";"246.821";"4254.77";"6879.82"
"C";"2022-12-29";"220.4184";"89.3";"0.28";"905.3031";"24.35";"910.29";"117";"246.821";"4254.77";"6879.82"
"C";"2022-12-28";"219.7236";"89.02";"0.23";"905.3031";"24.27";"702.11";"139.6";"246.821";"4254.77";"6879.82"
"C";"2022-12-27";"219.1666";"88.8";"0.22";"905.3031";"24.21";"718.6";"183.6";"246.821";"4254.77";"6879.82"
"C";"2022-12-26";"218.6323";"88.58";"0.41";"905.3031";"24.15";"1047.04";"33.8";"246.821";"4254.77";"6879.82"
"C";"2022-12-25";"217.6148";"88.17";"0.38";"905.3031";"24.04";"966.54";"44.3";"246.821";"4254.77";"6879.82"
"C";"2022-12-24";"216.6888";"87.79";"0.25";"905.3031";"23.94";"946.97";"45.3";"246.821";"4254.77";"6879.82"
"C";"2022-12-23";"216.0808";"87.55";"0.16";"905.3031";"23.87";"614.14";"235.2";"246.821";"4254.77";"6879.82"
"E";"2022-12-22";"215.6934";"87.39";"0.13";"905.3031";"23.83";"573.14";"249.2";"246.821";"4014.77";"6879.82"
"C";"2022-12-21";"215.3738";"87.26";"0.1";"905.3031";"23.79";"533.73";"263.2";"246.821";"4014.77";"6879.82"
"C";"2022-12-20";"215.1198";"87.16";"-0.11";"905.3031";"23.76";"181.71";"424.3";"246.821";"4014.77";"6879.82"
"C";"2022-12-19";"215.3947";"87.27";"-0.31";"905.3031";"23.79";"107.1";"865.5";"246.821";"4014.77";"6879.82"
"C";"2022-12-18";"216.1712";"87.58";"-0.34";"905.3031";"23.88";"167.33";"992.8";"246.821";"4014.77";"6879.82"
"C";"2022-12-17";"217.0151";"87.92";"-0.46";"905.3031";"23.97";"89.79";"1200.6";"246.821";"4014.77";"6879.82"
"C";"2022-12-16";"218.1419";"88.38";"-0.8";"905.3031";"24.1";"35.89";"1999.6";"246.821";"4014.77";"6879.82"
"C";"2022-12-15";"220.1245";"89.18";"-1.02";"905.3031";"24.32";"25.18";"2520.6";"246.821";"4014.77";"6879.82"
"C";"2022-12-14";"222.6382";"90.2";"-1.03";"905.3031";"24.59";"23.7";"2520.8";"246.821";"4014.77";"6879.82"
"C";"2022-12-13";"225.1903";"91.24";"-1.18";"905.3031";"24.87";"29.97";"2815.6";"246.821";"4014.77";"6951.82"
"C";"2022-12-12";"228.1141";"92.42";"-1.05";"905.3031";"25.2";"19.93";"2583.5";"246.821";"4014.77";"6879.82"
"C";"2022-12-11";"230.6965";"93.47";"-0.53";"905.3031";"25.48";"29.01";"1318.1";"246.821";"4014.77";"6879.82"
"C";"2022-12-10";"232.0021";"94";"-0.49";"905.3031";"25.63";"38";"1237.1";"246.821";"4014.77";"6879.82"
"C";"2022-12-09";"233.2124";"94.49";"-0.54";"905.3031";"25.76";"38.39";"1333.6";"246.821";"4014.77";"6879.82"
"C";"2022-12-08";"234.5468";"95.03";"-0.49";"905.3031";"25.91";"30.79";"1221.1";"246.821";"4014.77";"6879.82"
"C";"2022-12-07";"235.7535";"95.52";"-0.43";"905.3031";"26.04";"66.84";"1099.6";"246.821";"4014.77";"6879.82"
"C";"2022-12-06";"236.8224";"95.95";"-0.43";"905.3031";"26.16";"18.32";"1112.7";"246.821";"4014.77";"6879.82"
"C";"2022-12-05";"237.8959";"96.38";"-0.37";"905.3031";"26.28";"47.8";"935.1";"246.821";"4014.77";"6879.82"
"C";"2022-12-04";"238.8032";"96.75";"-0.21";"905.3031";"26.38";"69.1";"572.1";"246.821";"4254.77";"6879.82"
"C";"2022-12-03";"239.3261";"96.96";"-0.2";"905.3031";"26.44";"49.54";"545.1";"246.821";"4254.77";"6879.82"
"C";"2022-12-02";"239.8284";"97.17";"-0.45";"905.3031";"26.49";"18.11";"1122.6";"246.821";"4254.77";"6879.82"
"C";"2022-12-01";"240.9422";"97.62";"-0.38";"905.3031";"26.61";"48.17";"965.6";"246.821";"4014.77";"6879.82"
"C";"2022-11-30";"241.873";"98";"-0.24";"905.3031";"26.72";"91.64";"673.6";"246.821";"4014.77";"6879.82"
"C";"2022-11-29";"242.4652";"98.24";"-0.36";"905.3031";"26.78";"30.05";"898.9";"246.821";"4014.77";"6879.82"
"C";"2022-11-28";"243.3509";"98.59";"-0.29";"905.3031";"26.88";"21.74";"732.8";"246.821";"4014.77";"6879.82"
"C";"2022-11-27";"244.0585";"98.88";"0.05";"905.3031";"26.96";"189.88";"52.8";"246.821";"4014.77";"6879.82"
"C";"2022-11-26";"243.9305";"98.83";"0.08";"905.3031";"26.94";"258";"45.1";"246.821";"4014.77";"6879.82"
"C";"2022-11-25";"243.7223";"98.74";"-0.06";"905.3031";"26.92";"127.62";"266.9";"246.821";"4014.77";"6879.82"
"C";"2022-11-24";"243.8681";"98.8";"-0.11";"905.3031";"26.94";"45.95";"311.5";"246.821";"4014.77";"6879.82"
"C";"2022-11-23";"244.1421";"98.95";"-0.15";"905.3031";"26.97";"93.53";"456.3";"246.7278";"4014.77";"6879.82"
"E";"2022-11-22";"244.5175";"99.26";"-0.12";"905.3031";"27.01";"80.06";"370.5";"246.3306";"4014.77";"6879.82"
"C";"2022-11-21";"244.814";"99.38";"-0.18";"905.3031";"27.04";"59.17";"611.3";"246.3306";"4014.77";"6879.82"
"C";"2022-11-20";"245.25";"99.56";"-0.12";"905.3031";"27.09";"47.88";"334.8";"246.3306";"4254.77";"6879.82"
"C";"2022-11-19";"245.5575";"99.69";"-0.12";"905.3031";"27.12";"41.9";"326.2";"246.3106";"4254.77";"6879.82"
"C";"2022-11-18";"245.8528";"99.81";"-0.1";"905.3031";"27.16";"49.89";"288.8";"246.3106";"4254.77";"6879.82"
"C";"2022-11-17";"246.1018";"99.92";"0.01";"905.3031";"27.18";"78.57";"57.9";"246.3106";"4254.77";"6879.82"
"C";"2022-11-16";"246.0869";"100";"0.04";"905.3031";"27.18";"203.18";"97.4";"246.0966";"4254.77";"6879.82"
"C";"2022-11-15";"245.9879";"99.96";"-0.01";"905.3031";"27.17";"151.16";"159.2";"246.0966";"4254.77";"6879.82"
"C";"2022-11-14";"246.0047";"99.97";"-0.07";"905.3031";"27.17";"89.59";"261.4";"246.0819";"4254.77";"6879.82"
"C";"2022-11-13";"246.1767";"100";"0.13";"905.3031";"27.19";"359.51";"22.7";"246.0819";"4254.77";"6879.82"
"C";"2022-11-12";"245.8462";"99.9";"0.16";"905.3031";"27.16";"409.91";"14.5";"246.0819";"4254.77";"6879.82"
"C";"2022-11-11";"245.4612";"99.77";"0.03";"905.3031";"27.11";"183.12";"110.2";"246.0258";"4254.77";"6879.82"
"E";"2022-11-10";"245.3956";"99.74";"0.11";"905.3031";"27.11";"322.01";"55.3";"246.0258";"4254.77";"6879.82"
"C";"2022-11-09";"245.1347";"99.64";"0.05";"905.3031";"27.08";"280.76";"142.6";"246.0249";"4254.77";"6879.82"
"C";"2022-11-08";"245.0023";"99.58";"0.04";"905.3031";"27.06";"284.89";"173.4";"246.0249";"4254.77";"6879.82"
"C";"2022-11-07";"244.894";"99.57";"0.01";"905.3031";"27.05";"242.29";"211.3";"245.9589";"4254.77";"6879.82"
"C";"2022-11-06";"244.8666";"99.56";"0.16";"905.3031";"27.05";"464.04";"79";"245.9589";"4254.77";"6879.82"
"C";"2022-11-05";"244.4815";"99.4";"0.13";"905.3031";"27.01";"436.55";"77.5";"245.9589";"4254.77";"6879.82"
"C";"2022-11-04";"244.1537";"99.28";"0";"905.3031";"26.97";"271.22";"272.1";"245.9239";"4254.77";"6879.82"
"C";"2022-11-03";"244.1659";"99.29";"-0.03";"905.3031";"26.97";"278.96";"356.2";"245.9239";"4254.77";"6879.82"
"E";"2022-11-02";"244.2506";"99.32";"0.1";"905.3031";"26.98";"422.98";"63.8";"245.9239";"4254.77";"6879.82"
"C";"2022-11-01";"243.9925";"99.21";"0.28";"905.3031";"26.95";"752.17";"40.6";"245.9239";"4254.77";"6879.82"
"C";"2022-10-31";"243.3064";"98.93";"0.09";"905.3031";"26.88";"475.85";"236.6";"245.9289";"4269.25";"6879.82"
"C";"2022-10-30";"243.077";"98.84";"0.29";"905.3031";"26.85";"800.36";"93.1";"245.9289";"4269.25";"6879.82"
"E";"2022-10-29";"242.3701";"98.55";"0.34";"905.3031";"26.77";"908.6";"67.2";"245.9289";"4344.45";"7016.88"
"C";"2022-10-28";"241.5334";"98.21";"0.22";"905.3031";"26.68";"659.06";"93";"245.9289";"4270.71";"6881.93"
"E";"2022-10-27";"240.982";"97.99";"0.14";"905.3031";"26.62";"567.15";"215.9";"245.9289";"4269.25";"6879.82"
"C";"2022-10-26";"240.6348";"97.85";"0.07";"905.3031";"26.58";"454.91";"293.2";"245.9289";"4269.25";"6879.82"
"C";"2022-10-25";"240.474";"97.79";"0.04";"905.3031";"26.56";"480.49";"387.7";"245.8989";"4269.25";"6879.82"
"C";"2022-10-24";"240.3763";"97.75";"0.2";"905.3031";"26.55";"545.68";"88.2";"245.8989";"4269.25";"6879.82"
"E";"2022-10-23";"239.8894";"97.56";"0.35";"905.3031";"26.5";"970.86";"79.5";"245.8989";"4269.25";"6879.82"
"C";"2022-10-22";"239.0268";"97.21";"0.34";"905.3031";"26.4";"913.33";"43.1";"245.8977";"4269.25";"6879.82"
"C";"2022-10-21";"238.1863";"96.86";"0.08";"905.3031";"26.31";"477.61";"291";"245.8977";"4269.25";"6879.82"
"C";"2022-10-20";"237.9935";"96.79";"0.07";"905.3031";"26.29";"478.37";"302.5";"245.8977";"4269.25";"6879.82"
"C";"2022-10-19";"237.8189";"96.55";"0.06";"905.3031";"26.27";"436.12";"283";"246.3136";"4269.25";"6879.82"
"C";"2022-10-18";"237.6688";"96.52";"0.2";"905.3031";"26.25";"587.73";"89.5";"246.2466";"4269.25";"6879.82"
"C";"2022-10-17";"237.1716";"96.31";"0.25";"905.3031";"26.2";"697.46";"118.2";"246.2466";"4269.25";"6879.82"
"C";"2022-10-16";"236.5504";"96.06";"0.4";"905.3031";"26.13";"1015.52";"28.6";"246.2466";"4269.12";"6879.82"
"C";"2022-10-15";"235.5644";"95.66";"0.35";"905.3031";"26.02";"899.29";"16.9";"246.2466";"4269.12";"6879.82"
"C";"2022-10-14";"234.7064";"95.31";"0.2";"905.3031";"25.93";"627.17";"116.8";"246.2466";"4269.12";"6879.82"
"C";"2022-10-13";"234.2228";"95.12";"0.12";"905.3031";"25.87";"577.8";"272";"246.2466";"4269.12";"6879.82"
"E";"2022-10-12";"233.9178";"95.03";"0.16";"905.3031";"25.84";"613.9";"203.8";"246.1466";"4269.12";"6879.82"
"C";"2022-10-11";"233.512";"94.87";"0.16";"905.3031";"25.79";"761.57";"78.8";"246.1466";"4269.12";"6879.82"
"C";"2022-10-10";"233.1178";"94.71";"0.23";"905.3031";"25.75";"724.75";"160.1";"246.1466";"4269.12";"6879.82"
"C";"2022-10-09";"232.5405";"94.47";"0.36";"905.3031";"25.69";"919.6";"35.7";"246.1466";"4269.12";"6879.82"
"C";"2022-10-08";"231.6548";"94.11";"0.43";"905.3031";"25.59";"1135.67";"54.3";"246.1466";"4269.12";"6879.82"
"C";"2022-10-07";"230.5889";"93.68";"0.3";"905.3031";"25.47";"1119.12";"81.2";"246.1465";"4269.12";"6879.82"
"C";"2022-10-06";"229.8419";"93.38";"0.27";"905.3031";"25.39";"771.06";"90.6";"246.1405";"4269.12";"6879.82"
"C";"2022-10-05";"229.1729";"93.11";"0.28";"905.3031";"25.31";"711.54";"25.1";"246.1405";"4029.12";"6879.82"
"C";"2022-10-04";"228.4958";"92.83";"0.22";"905.3031";"25.24";"614.21";"74.9";"246.1405";"4029.12";"6879.82"
"C";"2022-10-03";"227.9614";"92.61";"0.39";"905.3031";"25.18";"873.66";"4";"246.1405";"4029.12";"6879.82"
"C";"2022-10-02";"226.9994";"92.22";"0.4";"905.3031";"25.07";"947.99";"3.7";"246.1405";"4029.12";"6879.82"
"C";"2022-10-01";"226.0237";"91.83";"0.31";"905.3031";"24.97";"802.19";"29.4";"246.1405";"4029.12";"6879.82"
"C";"2022-09-30";"225.2683";"91.52";"0.12";"905.3031";"24.88";"471.68";"106.6";"246.1405";"4029.12";"6879.82"
"C";"2022-09-29";"224.9656";"91.4";"0.08";"905.3031";"24.85";"473.45";"280.7";"246.1405";"4029.12";"6879.82"
"C";"2022-09-28";"224.7756";"91.32";"0.05";"905.3031";"24.83";"510.03";"381.2";"246.1405";"4029.12";"6879.82"
"C";"2022-09-27";"224.6412";"91.54";"0.07";"905.3031";"24.81";"375.61";"196.5";"245.4103";"4029.12";"6879.82"
"C";"2022-09-26";"224.4621";"91.47";"0.11";"905.3031";"24.79";"450.16";"151";"245.4022";"4011.96";"6879.82"
"C";"2022-09-25";"224.1891";"91.36";"0.3";"905.3031";"24.76";"800.07";"55.6";"245.4022";"4011.96";"6879.82"
"C";"2022-09-24";"223.4604";"91.06";"0.25";"905.3031";"24.68";"705.78";"55.7";"245.4022";"4011.96";"6879.82"
"C";"2022-09-23";"222.8436";"90.81";"0.15";"905.3031";"24.62";"404.74";"41";"245.4006";"4011.96";"6879.82"
"C";"2022-09-22";"222.4861";"90.67";"0.15";"905.3031";"24.58";"421.96";"63.7";"245.3918";"4011.96";"6879.82"
"C";"2022-09-21";"222.1263";"90.56";"0.13";"905.3031";"24.54";"372.92";"72.8";"245.2744";"4011.96";"6879.82"
"C";"2022-09-20";"221.8195";"90.44";"0.12";"905.3031";"24.5";"328.17";"38.8";"245.2713";"4011.96";"6879.82"
"C";"2022-09-19";"221.5249";"90.32";"0.23";"905.3031";"24.47";"605.17";"42.3";"245.2713";"4011.96";"6879.82"
"C";"2022-09-18";"220.9553";"90.09";"0.32";"905.3031";"24.41";"812.36";"23.9";"245.2713";"4011.96";"6879.82"
"C";"2022-09-17";"220.1675";"89.76";"0.37";"905.3031";"24.32";"908.01";"10.6";"245.2713";"4011.96";"6879.82"
"C";"2022-09-16";"219.264";"89.4";"0.3";"905.3031";"24.22";"765.31";"25.8";"245.2713";"4011.96";"6879.82"
"C";"2022-09-15";"218.5197";"89.09";"0.21";"905.3031";"24.14";"521.65";"13.2";"245.2713";"4011.96";"6879.82"
"C";"2022-09-14";"217.9985";"88.88";"0.15";"905.3031";"24.08";"446.56";"96.3";"245.2713";"4011.96";"6879.82"
"E";"2022-09-13";"217.6308";"88.73";"0.16";"905.3031";"24.04";"483.64";"87.9";"245.2713";"4011.96";"6879.82"
"C";"2022-09-12";"217.2327";"88.5";"0.16";"905.3031";"24";"460.6";"73";"245.474";"4016.46";"6888.82"
"C";"2022-09-11";"216.8346";"88.33";"0.37";"905.3031";"23.95";"949.52";"44.3";"245.474";"4016.46";"6888.82"
"C";"2022-09-10";"215.9161";"87.96";"0.39";"905.3031";"23.85";"952.2";"17.5";"245.474";"4016.46";"6888.82"
"C";"2022-09-09";"214.968";"87.57";"0.33";"905.3031";"23.75";"808.01";"40.2";"245.474";"4016.46";"6888.82"
"C";"2022-09-08";"214.1617";"87.24";"0.28";"905.3031";"23.66";"777.46";"98.3";"245.474";"4016.46";"6888.82"
"C";"2022-09-07";"213.4725";"86.96";"0.11";"905.3031";"23.58";"654.83";"408.7";"245.474";"4016.46";"6888.82"
"C";"2022-09-06";"213.2099";"86.86";"0.34";"905.3031";"23.55";"988.15";"157";"245.474";"4016.46";"6888.82"
"C";"2022-09-05";"212.3688";"86.51";"0.4";"905.3031";"23.46";"1074";"94.1";"245.474";"4016.46";"6888.82"
"C";"2022-09-04";"211.3824";"86.11";"0.55";"905.3031";"23.35";"1350.02";"20.4";"245.4675";"4016.32";"6888.53"
"C";"2022-09-03";"210.0365";"85.57";"0.54";"905.3031";"23.2";"1333.23";"20.8";"245.4675";"4016.32";"6888.53"
"C";"2022-09-02";"208.7187";"85.03";"0.49";"905.3031";"23.06";"1236.26";"38.7";"245.4675";"4016.32";"6888.53"
"C";"2022-09-01";"207.5135";"84.54";"0.31";"905.3031";"22.92";"909.87";"329.9";"245.4675";"4016.32";"6888.53"
"C";"2022-08-31";"206.7632";"84.27";"0.23";"905.3031";"22.84";"964.79";"357.6";"245.3675";"4016.32";"6888.53"
"C";"2022-08-30";"206.198";"84.04";"0.37";"905.3031";"22.78";"1044.39";"155.6";"245.3675";"4016.32";"6888.53"
"C";"2022-08-29";"205.3014";"83.67";"0.39";"905.3031";"22.68";"1022.05";"68.7";"245.3675";"4016.32";"6888.53"
"C";"2022-08-28";"204.3458";"83.27";"0.52";"905.3031";"22.57";"1300.77";"23";"245.397";"4015.4";"6887.57"
"C";"2022-08-27";"203.0734";"82.75";"0.54";"905.3031";"22.43";"1354.23";"18.1";"245.397";"4015.4";"6887.57"
"C";"2022-08-26";"201.7372";"82.21";"0.43";"905.3031";"22.28";"1110.33";"62.1";"245.397";"4032.56";"6887.57"
"C";"2022-08-25";"200.69";"81.78";"0.5";"905.3031";"22.17";"1292.59";"81.7";"245.397";"4032.56";"6887.57"
"C";"2022-08-24";"199.4655";"81.28";"0.41";"905.3031";"22.03";"1119.32";"121.1";"245.397";"4032.56";"6887.57"
"C";"2022-08-23";"198.4628";"81.07";"0.44";"905.3031";"21.92";"1159.2";"80.5";"244.7894";"4032.56";"6887.57"
"C";"2022-08-22";"197.3751";"80.65";"0.51";"905.3031";"21.8";"1328.14";"82.1";"244.7383";"4031.99";"6887.57"
"C";"2022-08-21";"196.1198";"80.13";"0.6";"905.3031";"21.66";"1551.7";"68.5";"244.7378";"4031.98";"6887.55"
"C";"2022-08-20";"194.6458";"79.53";"0.62";"905.3031";"21.5";"1595.43";"59.5";"244.7378";"4031.98";"6887.55"
"C";"2022-08-19";"193.1181";"78.91";"0.46";"905.3031";"21.33";"1236.45";"105";"244.7378";"4031.98";"6887.55"
"C";"2022-08-18";"191.9972";"78.45";"0.48";"905.3031";"21.21";"1401.05";"205.7";"244.7378";"4031.98";"6887.55"
"C";"2022-08-17";"190.8131";"78.19";"0.41";"905.3031";"21.08";"1253.33";"253.7";"244.0399";"4031.98";"6887.55"
"C";"2022-08-16";"189.8245";"77.78";"0.48";"905.3031";"20.97";"1281.3";"114.1";"244.0399";"4031.98";"6887.55"
"C";"2022-08-15";"188.6643";"77.31";"0.59";"905.3031";"20.84";"1480.78";"33.1";"244.0399";"4031.98";"6887.55"
"C";"2022-08-14";"187.2277";"76.8";"0.68";"905.3031";"20.68";"1704.12";"14.2";"243.7972";"4030.34";"6884.26"
"C";"2022-08-13";"185.5633";"76.11";"0.69";"905.3031";"20.5";"1695.51";"10.7";"243.7972";"4030.34";"6884.26"
"C";"2022-08-12";"183.8896";"75.43";"0.57";"905.3031";"20.31";"1483.67";"82.8";"243.7972";"4030.34";"6884.26"
"C";"2022-08-11";"182.5045";"74.93";"0.54";"905.3031";"20.16";"1438.23";"122";"243.5596";"4030.34";"6884.26"
"E";"2022-08-10";"181.193";"74.39";"0.62";"905.3031";"20.01";"1560.14";"56.5";"243.5596";"4030.34";"6884.26"
"E";"2022-08-09";"179.6708";"73.76";"0.58";"905.3031";"19.85";"1495.36";"72.2";"243.5883";"4030.34";"6884.26"
"E";"2022-08-08";"178.2591";"73.18";"0.54";"905.3031";"19.69";"1439.75";"123.9";"243.5883";"4030.34";"6884.26"
"C";"2022-08-07";"176.9472";"72.64";"0.65";"905.3031";"19.55";"1640.04";"35.7";"243.5878";"4030.32";"6884.23"
"C";"2022-08-06";"175.3546";"71.99";"0.66";"905.3031";"19.37";"1635.34";"29.1";"243.5878";"4030.32";"6884.23"
"C";"2022-08-05";"173.7554";"71.33";"0.5";"905.3031";"19.19";"1420.68";"180.7";"243.5878";"4030.32";"6884.23"
"C";"2022-08-04";"172.5281";"70.83";"0.42";"905.3031";"19.06";"1133.2";"100";"243.5878";"4030.32";"6884.23"
"C";"2022-08-03";"171.5055";"70.38";"0.47";"905.3031";"18.94";"1204.67";"58.2";"243.6778";"4030.32";"6884.23"
"C";"2022-08-02";"170.3644";"69.91";"0.5";"905.3031";"18.82";"1246.77";"42.8";"243.6778";"4030.32";"6884.23"
"C";"2022-08-01";"169.153";"69.42";"0.39";"905.3031";"18.68";"1080.54";"108.3";"243.6788";"4030.32";"6884.23"
"C";"2022-07-31";"168.2027";"69.02";"0.49";"905.3031";"18.58";"1264.04";"22.8";"243.6854";"4030.19";"6883.97"
"C";"2022-07-30";"166.9994";"68.53";"0.43";"905.3031";"18.45";"1085.9";"52.3";"243.6854";"4030.19";"6883.97"
"C";"2022-07-29";"165.9531";"68.1";"0.33";"905.3031";"18.33";"905.7";"106.5";"243.6854";"4013.03";"6883.97"
